id,artist_id,release_id,artist_mbtags,artist_mbtags_count,bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,hotttnesss,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tatums_confidence,tatums_start,tempo,time_signature,time_signature_confidence,title,year
SOQUEQP12A8C1397DE,AR9XZPA1187B9AC7D4,263655,0,0,0.024,1.2135,0.813,0.50715,303.51628,0,0.460541281,4,0.391,-7.751,1,0.412,289.977,0.743,0.1531,85.006,4,0.52,0,2008
SOCMHVU12A8C13A274,AR18AJW1187FB3F9FA,105758,0,1,0.061,0.19291,0.753,0.19291,248.0322,0,-1,6,0.297,-6.351,1,0.426,235.294,0.717,0.19291,101.471,7,0.435,0,0
SOPAQJH12AB018BAFC,AR93K7R1187B9AC92A,715656,0,1,0.104,3.8071,0.306,0.27314,268.61669,0,-1,0,0.392,-6.093,0,0.409,262.624,0.61,0.09575,85.068,7,0.849,0,0
SOXOKBA12CF54651D5,ARYJSY01187B9B7C65,293621,0,2,0.177,1.10889,0.967,0.49038,125.33506,0.42,-1,10,0.728,-10.609,1,0.709,116.5,0.817,0.49038,100.06,4,0.681,0,2008
SODUOQU12A58A7D2A8,ART3O5Z1187B9AB043,284311,0,1,0.077,0.56699,0.411,0.21504,168.30649,2.003,0.678728981,4,0.086,-10.351,1,0.316,168.306,0.238,0.03995,170.217,4,0,0,1994
SOOWFID12AC9DCED58,ARFQCJT1187FB3C099,564640,0,0,0,0,1,0.27852,3.5522,0,-1,2,0,-15.118,1,0,3.552,0.817,0.27852,110.76,3,0.143,0,0
SOCQEJA12AB0187390,AR1LKDU1187B991E0B,518347,0,0,0.3,0.27532,0.162,0.27532,278.41261,10.292,0,4,0.445,-10.882,0,0.503,267.233,0.128,0.27532,90.094,3,0.788,0,0
SOSLDDI12AB0180835,ARTWNNQ1187B9A15BC,349122,0,0,0.085,0.94113,1,0.24837,167.49669,0.193,-1,4,0.115,-10.469,1,0.275,157.989,1,0.08312,86.999,4,0.638,0,0
SOYCHDB12A8C13F2C8,ARR3ONV1187B9A2F59,522407,0,0,0.109,0.55915,0.878,0.08674,211.12118,0.177,0.8256561,0,0.705,-5.646,1,0.573,204.074,0.459,0.08674,126.725,4,0.626,0,0
SOAZGGS12A8AE457F4,ARWENXU12454A2DE56,279684,0,0,0.081,0.34725,1,0.34725,269.53098,0.171,-1,10,0,-6.025,0,0.085,269.531,0.182,0.34725,100.034,4,0.03,0,0
SOCTFYZ12AB018CE46,ARATH401187B98A7DE,803589,0,0,0.703,1.19011,0.703,1.19011,287.37261,0,-1,0,0.51,-14.64,0,0.323,261.979,0.896,0.16815,43.991,1,0,0,0
SOIZPQD12AB017E788,ARAI3SX1187B9A3A9A,391315,0,0,0.002,0.16755,0.754,0.16755,87.14404,0.125,0.22154866,11,0.099,-3.254,0,0.362,83.273,0.704,0.16755,137.07,4,0.113,0,0
SOKPMSE12A8C135993,ARF4V431187FB3AA41,257268,0,0,0.165,3.34013,0.042,0.31916,170.81424,0,-1,4,0.64,-9.681,1,0.6,164.809,0.042,0.31916,107.584,4,0.719,0,2002
SOTKJLB12A6D4F785A,ARFQ7RR1187FB3CC0A,21374,0,0,0.135,1.94656,0.315,1.27067,497.13587,0.717,0.604500739,5,0.799,-9.507,1,0.81,478.894,0.42,0.81589,96.028,5,1,0,1997
SOKHNPX12A8C14512E,AR7QAHN1187FB35F8B,377938,0,0,0.099,0.81513,0.711,0.32421,321.20118,0.2,-1,4,0.593,-9.332,1,0.515,317.632,0.58,0.07876,131.128,5,0.539,0,0
SOZMGEI12AB018DA91,AR2MEUK1187B992D1B,670712,0,0,0.228,0.53056,0.217,0.19947,298.05669,0,0.334706549,10,0,-4.304,0,0.288,295.184,0.52,0.19947,180.974,4,0.122,0,0
SOAJLLN12AB0184718,ART9GX11187B9B0EDC,519314,0,0,0.749,0.23247,0.749,0.23247,47.28118,0.194,-1,6,0.445,-8.878,0,0.54,44.756,0.548,0.04582,64.101,1,0.278,0,2009
SOEYVTH12A8C138E6E,AROQ9OT1187B99E88D,253948,0,1,0.046,0.49185,1,0.49185,309.49832,0.411,0.265861049,9,0.717,-7.821,1,0.704,300.809,1,0.22493,115.072,4,0,0,2006
SOAMORU12A8C137E6F,ARAZF6G1187FB5A0C1,291253,0,2,0.578,2.28473,0.578,2.28473,227.39546,2.241,-1,2,0.152,-8.811,1,0.278,218.552,0.172,2.02643,121.832,1,0.553,0,1999
SOXYNYD12A8C13DF7B,ARNLOX91187B990BFC,223668,0,0,0.004,1.2609,0.403,0.53783,173.19138,0,-1,0,0.191,-13.029,1,0.479,166.208,0.474,0.2956,100.009,4,0.324,0,0
SOBGWIG12A6D4F6329,ARKQ9JM1187FB57521,25791,0,0,0.028,1.38941,0.841,0.11504,60.21179,0.073,0.485761153,2,0.048,-7.459,1,0.457,60.212,0.955,0.11504,87.599,4,1,0,2002
SOUTRYP12A8AE46BC6,AR13CXU1187B9AD30A,280181,0,2,0.034,1.78432,0.797,0.3813,130.63791,0.086,0.759068343,2,0.674,-13.143,1,0.659,116.686,0.885,0.1489,87.657,5,0.826,0,1982
SOYSHUA12A58A7CEBF,AR1BZED1187FB4CDEE,24127,0,0,0.019,0.16174,1,0.16174,230.37342,0.445,0,5,0.615,-8.634,1,0.305,221.344,1,0.16174,109.001,4,0.558,0,1992
SOWZOIY12AB0181FD3,ARNNQ9E1187FB3C82F,345280,0,1,0.105,1.35451,0.429,0.38641,251.402,0.282,0.345802234,5,0.054,-10.062,0,0.325,237.819,0.421,0.06205,127.27,5,0.974,0,2001
SOFUTDG12AB018A272,ARRHXNC1187B98C169,773152,0,0,0.059,2.15773,0.815,1.16935,233.11628,5.7,-1,10,0.542,-9.443,0,0.585,205.224,0.067,1.16935,127.989,4,0.41,0,0
SOKIGAA12AB0184D4F,ARID75M1187B9B8341,356385,0,0,0.012,0.56234,1,0.19965,147.40853,0.321,0.308045152,0,0.535,-13.051,1,0.588,144.486,0.723,0.19965,168.34,4,0.563,0,0
SOGTHVT12A6D4FC435,ARD4C1I1187FB4B0C3,839,0,5,0.04,6.32777,0.43,1.06165,60.13342,0.712,-1,7,0.399,-20.11,1,0.473,60.133,0.242,0.68585,65.61,4,0.75,0,0
SOIMXWW12A8C140FDD,AR56CNM1187B99442A,122729,0,2,0.647,1.12588,0.509,0.19839,393.89995,0.357,0.566312581,2,0.049,-7.736,1,0.367,389.671,0.368,0.19839,135.39,4,0.5,0,1995
SOAPZIG12A6D4F7920,ARDCFNZ1187FB3DDB0,25202,0,1,0.069,1.17485,0.879,0.58204,229.0673,0.409,0.469873001,0,0.667,-6.947,1,0.799,219.208,0.336,0.58204,101.43,4,0.415,0,1998
SOCZOTF12AB018C245,AR14CJ91187FB3A994,682722,0,0,0,24.9513,0,1.20856,156.21179,0.171,-1,3,0,-11.375,1,0,151.632,0.08,0.1467,42.086,4,0,0,0
SOQWJDW12AB01829EE,ARD7U0O1187FB5531A,386707,0,0,0.347,0.17542,0.752,0.17542,194.82077,0.107,-1,2,0.59,-9.865,1,0.457,192.238,0.721,0.17542,123.249,3,0.985,0,0
SOGLLSY12AB01856CF,ARJDMBO1187B9AD118,807238,0,0,0.109,0.44521,0.398,0.44521,271.5424,0,0,9,0.058,-8.227,1,0.338,263.268,0.884,0.22255,91.775,5,0.341,0,0
SOAWEQT12A8C13AC84,ARGR98V1187FB3A1B9,159601,0,0,0.03,3.7787,0.682,0.34514,267.36281,0,-1,0,0.002,-9.752,1,0.243,254.949,0.135,0.14986,118.975,4,0.924,0,2005
SOESTLC12A58A767BC,AR8RXRI1187FB4104B,350438,0,0,0.081,0.46984,0.468,0.1356,270.31465,0,-1,8,0.424,-1.031,1,0.534,270.315,0.057,0.1356,183.486,5,0.596,0,0
SOWREHW12AB0186FE8,ARXGICZ1187FB444DD,768418,0,0,0.028,0.21458,0.833,0.21458,182.9873,0.148,-1,8,0.539,-16.008,1,0.64,176.594,0.959,0.21458,79.821,4,0.937,0,0
SOIDLER12A81C21607,ARRV3LG1187B989905,274889,0,0,0.045,0.99889,0.819,0.50971,278.36036,0.247,0.43965466,2,0.013,-12.796,1,0.333,272.446,0.943,0.26574,123.013,4,1,0,2002
SOGALXT12A8C1332F5,ARG3UX61187B9AC05A,256234,0,1,0.003,0.6298,0.521,0.17073,239.72526,0.142,0,11,0.381,-7.722,0,0.311,223.997,1,0.17073,129.986,4,0.485,0,0
SOEMGOC12AB018790A,ARZ8S071187B993849,646387,0,0,0.036,2.18659,0.893,0.58112,176.5873,0.989,-1,5,0.297,-10.317,1,0.281,169.268,0,0.26314,103.166,7,0.143,0,2001
SOGRXSE12A6D4FB47C,AR5O6W51187FB46984,413547,0,2,0.015,0.77011,0.546,0.37325,385.35791,0.345,-1,6,0.769,-11.804,0,0.636,380.534,0.342,0.17881,150.037,4,0,0,0
SOAGAFW12AB0181E97,ARRVIZY1187FB41246,328151,0,0,0.377,0.99845,0.401,0.31114,330.1873,0,-1,0,0.828,-10.454,1,0.724,314.787,0.422,0.31114,176.02,4,0.677,0,0
SOMZIPX12B34F32E77,ARGBNIX11F50C50A01,391698,0,0,0.102,0.55011,0.844,0.18872,296.30649,0.154,0.527818137,11,0.002,-12.712,1,0.209,287.01,0.167,0.18872,166.891,4,0.799,0,0
SOQWQSK12AB0180210,AR0VZWC1187B99BA57,681692,0,1,0.017,0.6023,0.719,0.33116,163.81342,0,0.54413357,6,0.632,-4.563,0,0.725,163.813,0.145,0.33116,227.25,4,0.095,0,2002
SOBLURN12AB018064A,ARCHMYZ11EB9C820A9,435385,0,0,0.802,1.06527,0.802,1.06527,288.80934,2.932,-1,10,0.018,-13.892,1,0.407,280.416,0.088,1.06527,61.198,1,0,0,0
SOROJLB12A81C2178B,ARNARI81187FB3C9A7,275330,0,0,0.141,0.3924,0.578,0.3924,242.83383,0,0.265861049,2,0.253,-19.173,1,0.483,232.594,0.263,0.3924,75.297,5,0.83,0,1994
SOJFAXW12AB018D3BE,ARPYQNG1187FB4AF63,665048,0,0,0.824,1.83628,0.971,0.49078,155.8722,0.421,0,5,0.125,-10.369,1,0.17,147.72,0.636,0.15606,45.13,4,0,0,1995
SOKNRNY12A8C143B32,ARZAHDN1187B9B4BED,615263,0,0,0.095,0.64551,0.954,0.27609,239.93424,0.247,-1,5,0.414,-5.141,0,0.557,235.027,0.932,0.09137,163.006,4,0.257,0,0
SOCMUOM12AC90730BB,ARA7WV51187FB532B0,785780,0,1,0.036,0.37848,0.487,0.37848,198.84363,0,-1,0,0.95,-11.29,1,0.649,188.262,0.721,0.08651,99.572,4,0.24,0,0
SOBUKEN12AB018CEA2,AR0Q5531187FB45143,575324,0,0,0.909,0.21553,0,0.21553,273.00526,2.351,-1,7,0.686,-14.948,1,0.688,260.899,0.48,0.21553,93.553,4,0.676,0,0
SOZLSQF12AB01852C1,ARYGXKQ11E2835CE3B,447646,0,1,0.153,1.4571,0.53,0.3219,57.57342,0,-1,1,0.432,-7.495,0,0.32,57.573,0.408,0.03951,105.532,3,0.689,0,0
SOAEQKJ12A58A761EA,ART62WC1187FB47E80,76216,0,1,0.055,4.73784,0.422,0.41008,210.23302,0,0.407233015,7,0.723,-6.647,1,0.272,210.233,0.734,0.0591,69.555,7,0.324,0,0
SOQTLMB12A58A7DBFF,ARML8X41187B990644,266810,0,3,0.039,0.59254,0,0.13073,435.3824,1.04,-1,0,0.878,-11.231,1,0.71,413.222,0.447,0.13073,128.607,4,0,0,0
SOHYKZG12A6D4FAF0A,AR2KSTE1187FB57A36,64413,0,0,0.039,1.2841,0.945,0.1532,242.62485,2.984,0.518340538,4,0.036,-11.555,0,0.386,230.917,0.144,0.1532,105.498,4,0.834,0,0
SOHYVTD12A8C130A40,ARCEEC91187B9AC4FB,192588,0,1,0.544,1.28798,0.693,0.03798,183.11791,0.137,0.473346541,7,0.472,-5.184,1,0.502,179.119,0,0.03798,95.924,3,1,0,2008
SOACEXG12AC468D8FB,ARMUCXW11F50C4BFEC,606149,0,0,0.467,0.82259,0.736,0.28287,413.23057,0.208,0,0,1,-7.56,1,0.875,410.703,0.481,0.28287,126.089,4,0.875,0,0
SOBQKAH12A8C1362DF,ARQ4OZM1187B991229,291038,0,0,0.019,1.20123,0.719,1.20123,144.97914,1.419,-1,7,0.71,-8.819,1,0.321,142.164,0.309,1.06105,214.324,3,0.846,0,0
SOHOOPX12A58A7951E,ARKQ6QN1187B9B016D,28863,0,1,0.749,0.04285,0.749,0.04285,421.19791,0.212,-1,1,0.282,-10.611,0,0.464,414.83,0.432,0.04285,161.772,1,0.9,124,1997
SOZLPXW12A6D4F80FE,AROLZEM1187B9A805E,80685,0,0,0.146,3.6398,0.302,0.783,247.84934,0,0,8,0.548,-5.061,1,0.481,238.005,1,0.30381,84.001,5,0.775,0,0
SONNELS12AB018048F,ARRDRI71187FB46EAA,532679,0,1,0.033,0.79454,0.711,0.2664,205.24363,0,0.528782481,11,0.115,-11.536,1,0.496,192.604,0.568,0.2664,111.963,4,0.871,0,0
SOLDQOV12A6D4F5BBB,AR21JV01187B999138,76785,0,0,0.782,0.94469,0.619,0.47058,298.9971,0.543,0,7,0.495,-8.188,1,0.445,290.418,0.255,0.47058,126.884,4,0.213,0,0
SONZTSK12AB018C5A1,ARAVPU21187B993957,715795,0,0,0.026,0.48534,1,0.05596,136.04526,0,-1,5,0.916,-9.146,1,0.594,130.287,1,0.05596,141.469,4,1,0,1995
SOHQASI12A58A78CDC,ARML8X41187B990644,533915,0,3,0.017,1.61926,1,0.49665,352.44363,0.194,-1,8,0.317,-8.013,1,0.476,329.979,1,0.2219,106.136,4,0.295,0,1983
SOGXXTV12AB018B61D,ART9Z1P1187FB36C94,714651,0,0,0,0.28543,0,0.28543,134.1122,0.833,-1,10,0.688,-16.327,1,0.529,131.582,0.371,0.12868,191.863,1,0.045,0,0
SOOQGOK12AB0185F23,ARNDFTA125FEF32B22,634092,0,0,0.06,0.0503,0.984,0.0503,226.37669,0.218,0.611214623,0,0.511,-2.957,1,0.534,221.333,0.293,0.0503,144.052,4,0.485,0,2010
SOMBZVH12A6D4FC797,ARTWWNA1187B9B3BD7,124373,0,0,0.466,0.10559,0.903,0.10559,179.3824,0.34,-1,3,0.654,-6.904,0,0.653,174.643,0.92,0.10559,103.063,4,0,0,0
SOJKRUL12A8C137034,AR6EVQA1187B9AA1DF,263360,0,0,0.074,1.18055,0.449,0.13968,228.96281,0.106,0,0,0.453,-11.627,1,0.437,219.04,0.583,0.13968,115.862,5,0.889,0,1992
SOZDQJS12A8C131CCB,ARSF0K11187B9AF319,282022,0,1,0.111,0.81221,0.518,0.21484,315.16689,0,0.443291312,2,0.462,-13.097,1,0.656,293.21,0,0.21484,100.075,4,0.298,0,0
SOZMXUV12AF72A507A,AROF4LP1187FB41C51,157986,0,0,0.074,1.67567,0.595,0.32256,192.62649,0.415,0.548950856,9,0.503,-12.366,0,0.489,187.675,0.141,0.15114,90.103,4,0.686,0,0
SORYKAR12A8C13048C,ARMSW7X1187FB5B504,240350,0,1,0.014,2.32292,0.423,0.32484,224.73098,0.409,0,4,0.35,-29.084,1,0.603,197.939,0,0.07276,117.298,5,1,0,1998
SOAVNYB12AB0182731,ARVWIEH1187B9B39B5,716004,0,0,0.392,1.26478,0.478,0.54697,106.39628,0,0.679854,6,0,-5.726,1,0,106.396,0.36,0.06398,83.335,3,0.562,0,2008
SOXVPPB12AB0185A28,ARIRBO11187FB4B219,467580,0,1,0.754,0.28315,0.754,0.28315,251.42812,0.403,0,0,0.844,-12.667,1,0.916,243.955,0.773,0.10661,172.076,1,0,0,0
SOGHBHI12A6D4FA67E,AR5ZVJ91187B99083A,123789,0,2,0.024,1.40601,0.532,1.40601,274.78159,4.812,0.48306456,11,0.037,-9.061,1,0.576,265.346,0.243,1.05039,96.02,4,0.367,0,1996
SOKVWUH12A58A7D2CD,AROMB601187B991317,481245,0,1,0.045,0.08313,0,0.08313,150.49098,0,-1,2,0,-16.198,0,0.134,143.18,0.603,0.08313,101.276,7,0.634,0,2006
SOIBMJF12A58A7DFCE,ARS7E2E1187FB361BC,43364,0,0,0.132,0.70608,0.703,0.36822,233.84771,0,0,5,0.598,-5.646,0,0.808,228.879,0.44,0.19929,178.719,4,0.533,0,0
SOPMGRB12A6701E98E,AR12F2S1187FB56EEF,14330,0,1,0.492,0.08715,0,0.08715,324.07465,0,0.431394611,2,0.723,-5.746,1,0.549,324.075,0.125,0.08715,101.66,4,0.636,0,1993
SOKZCIU12A8C13EC0D,AREPD8D1187FB3F5BC,267888,0,0,0.007,0.07994,0.907,0.07994,283.48036,0,0.43965466,9,0.689,-6.594,1,0.525,283.48,0.443,0.07994,195.633,4,0.606,0,0
SOUFPFU12AB01854D3,ARVMHOI12802FDF5DE,508339,0,0,0.108,1.62731,0.242,0.27685,250.56608,0,-1,11,0.182,-6.063,0,0.487,240.042,0.56,0.14143,222.02,7,0,0,0
SOPFNGN12A6D4FB47B,AR5O6W51187FB46984,413547,0,2,0.011,0.62921,1,0.13253,327.78404,0.363,0,6,0.073,-10.232,1,0.41,324.441,1,0.13253,121.102,4,1,0,1996
SOREPXL12A67ADE7DA,ARD5SR21187B9B5F4A,68570,0,1,0,0.29795,0,0.29795,231.47057,3.727,0.215080319,4,0.002,-5.752,1,0.242,217.977,0.086,0.10014,151.004,1,0,0,1978
SOZYDBD12AF72A30E7,ARZWK2R1187B98F09F,558375,0,1,0.501,0.08992,0.501,0.08992,187.66322,0,-1,9,0.398,-5.794,1,0.453,187.663,0.786,0.08992,155.411,1,0.117,0,2001
SOTTGWB12A6D4F58C6,ARTJJZZ1187B9BA5E7,38957,0,1,0.058,1.51321,1,0.26096,45.45261,0.212,0.440187398,11,0,-10.817,0,0,45.453,0.815,0.09957,95.985,4,1,0,2006
SOUTVOS12AB0189D62,AR8FMEN1187FB4A657,559955,0,0,0.231,0.60591,0,0.28482,386.66404,8.052,0.48456253,8,0.638,-4.151,1,0.474,369.023,0.091,0.12428,186.075,3,0.583,0,2000
SOGSJVU12A6D4F8735,ARGMXQW1187FB54C34,27848,0,1,0.383,0.88032,0,0.18398,201.22077,0.303,0.215080319,5,0.242,-28.25,0,0.365,186.027,0,0.18398,176.138,3,0.74,0,1995
SORUVQF12AB017D220,ARC2HVM1187B98CE05,539301,0,0,0.078,0.79211,0,0.35068,286.74567,2.444,0.591754161,2,0.446,-7.997,1,0.524,274.309,0.354,0.12885,134.864,4,0.53,0,1998
SOCJMUC12AB01859E9,ARTX57T1187B98F34B,420078,0,0,0.071,1.75653,0.788,0.39346,220.73424,0,-1,1,0.484,-13.333,1,0.533,210.977,1,0.06033,87.858,4,0.824,0,0
SOGSUTX12AB018C0E9,ARA7EEC1187FB4C392,330903,0,0,0.035,1.01,0.464,0.49433,232.75057,0.09,0.587102737,3,0.499,-2.42,0,0.473,228.421,0.605,0.14369,104.705,4,0.59,0,2008
SOBRZCG12A6702187D,ARAXU5Z1187B98FECD,277069,0,2,0.001,0.38343,0.429,0.38343,128.41751,2.107,0.813129444,2,0.251,-7.766,1,0.532,124.72,0.121,0.19132,154.873,4,0.371,0,2005
SOEWXOF12AC468B5C8,ARWSCGO1269FCD5E49,789658,0,1,0.112,0.96354,0.449,0.37569,219.29751,0,0.537503904,6,0.563,-9.909,0,0.295,205.311,0.689,0.08105,102.374,4,0.821,0,2009
SOKUPZU12AB018379B,ARID1TK1187FB4CFB8,357852,0,0,1,0.59409,1,0.59409,212.84526,0,0.450762242,0,0.723,-10.187,1,0.587,197.474,0.658,0.59409,139.967,1,0,0,2008
SOFRDRA12A8C1419D9,ARLNSD41187FB4D9A0,224131,0,0,0.21,1.02541,0.951,0.51989,199.73179,0.067,0.250921416,5,0.442,-13.148,1,0.508,197.526,0.17,0.26776,118.137,4,0.093,0,0
SOZHYMW12AB017E8EE,ARO0R521187B98A2D1,500861,0,0,0.023,1.10352,0.697,0.45675,124.39465,0,-1,9,0.235,-4.861,0,0.243,124.395,0.585,0.24295,97.546,4,1,0,1999
SOCLIXD12A58A7B60D,ARZ1YNY1187B9B673A,489556,0,0,0.011,0.14484,0.808,0.14484,204.01587,0.375,0.409333655,0,0.789,-9.819,1,0.81,192.493,0.563,0.14484,106.963,4,0.744,0,0
SOYINSW12B0B80BEBD,AR9O98A1187FB39621,397339,0,1,0.031,0.18241,0.99,0.18241,191.29424,0,0.828400264,9,0.827,-4.689,1,0.626,175.543,1,0.18241,104.208,5,0.699,0,2003
SOHPCSX12A8C13F224,ARSQDUN1187B98D7D7,311061,0,1,0.461,0.94215,0.876,0.26076,204.5122,0.206,0.480238748,6,0.608,-6.866,1,0.535,189.057,0.594,0.09041,180.823,4,0.567,0,1997
SOPUKRF12A8C137FF4,ARB9WJ11187B98BF17,250897,0,0,0.092,0.87984,0.439,0.44365,404.45342,0.189,-1,0,0.181,-30.676,0,0.186,369.046,0.282,0.22555,138.39,4,0,0,0
SOHGJTR12A6D4FB972,ARIRD6J1187FB5A98C,225997,0,0,0,0.54042,0.472,0.17348,186.8273,0.313,0.38293509,7,0.674,-6.975,1,0.51,177.627,0.341,0.17348,164.93,4,0.244,0,1979
SOCBMSI12A8AE49124,AR3QRJ91187B98E4C2,280528,0,2,0,0.10781,0,0.10781,152.76363,4.307,0.392008772,5,0.8,-9.774,1,0.718,150.013,0.091,0.10781,126.968,3,0.181,0,1969
SOPOWPY12A8C13A4D0,ARJRQL51187FB541AB,159947,0,0,0.047,0.86909,0.628,0.22134,274.99057,4.452,0,7,0.018,-13.592,1,0.295,263.657,0.199,0.06061,93.008,4,0.728,0,0
SOTFFCM12A8C140BC2,AR15O341187B9B182C,426490,0,2,0.001,1.26724,0,0.56474,254.69342,0.309,-1,1,0.526,-8.851,0,0.687,246.996,0,0.56474,178.021,4,0.954,0,0
SOXXPIC12AB017EA44,ARLLRL61187B9B6698,551402,0,1,0.154,0.85449,0.335,0.43717,164.362,0.168,0.372530039,6,0,-9.796,1,0,151.731,0.277,0.22414,158.84,3,0.993,0,1996
SOLAFZG12A8C135358,ARSK4D11187B9BA046,286317,0,0,0.1,1.18579,0,0.61934,302.75873,0,0.408110884,0,0.707,-8.517,1,0.558,294.168,0.162,0.20284,107.778,4,0.574,0,1997
SOHDIHR12A6D4F913F,ARI2JSK1187FB496EF,53832,0,1,0.342,1.37039,0.634,0.84204,167.33995,2.792,0,0,0.411,-19.817,1,0.483,156.328,0.16,0.57916,115.124,5,0.677,0,0
SOUQDHF12A8C13B70C,AR03BDP1187FB5B324,299032,0,6,0.288,0.8023,1,0.26493,213.18485,0.235,-1,1,0.407,-6.451,1,0.4,208.417,1,0.26493,110.993,4,1,0,2004
SOOWOMX12AB018844A,ARCZ20M1187FB49687,409865,0,1,0.062,0.92704,0.857,0.43235,187.32363,0.359,-1,11,0.095,-23.012,0,0.272,176.222,0.341,0.1844,126.241,4,0,0,0
SOAHOBN12AB01835BF,ARDTPOC1241B9CE246,563573,0,0,0.009,0.37544,0.636,0.37544,240.92689,0,0,4,0.28,-10.706,0,0.333,234.568,1,0.19402,165.023,4,0.472,0,0
SONELCM12A8C14114B,AR56P361187B9AC4DB,503139,0,2,0.718,0.46113,0.492,0.46113,272.16934,0,-1,9,0.795,-5.457,1,0.656,267.459,0.123,0.18402,110.768,4,0.87,0,0
SOWAVGA12A58A7A6A2,AR47RVG1187B995CE7,819479,0,0,0,0.93855,1,0.47587,534.62159,0.096,-1,7,0.012,-4.757,1,0.353,530.982,1,0.47587,130.018,4,1,0,0
SOIBNUC12A8C140158,ARYCP7D1187B99516B,171096,0,1,0.397,1.27598,0.575,1.27598,221.93587,7.1,0.239629098,1,0.916,-6.236,1,0.741,197.782,0.061,1.1063,182.949,3,0.433,0,0
SOOYLGJ12A58A7B465,ARZ3JUB1187B99A5AC,230458,0,0,0.016,0.65945,0.739,0.23612,210.07628,0.183,0.482137585,8,0.236,-5.061,1,0.443,196.737,0.589,0.23612,141.63,4,0.031,0,2004
SORCJFO12A6BD54EBD,AR5EQRI1187FB41287,72185,0,1,0.73,0.17173,0.73,0.17173,222.04036,0.119,-1,11,0.617,-3.441,0,0.556,217.379,0.669,0.17173,90.777,1,0.924,0,0
SOMEYFE12AB018BA5B,ARDW5AW1187FB55708,424081,0,2,0.029,0.31845,0.612,0.31845,290.11546,0.083,0.443291312,0,0.666,-12.798,1,0.67,272.341,0.486,0.14012,167.772,4,0.958,0,1989
SOTKIJC12AB017C558,ARY4M3J1187B9AC94C,335912,0,1,0.359,0.43023,0.31,0.43023,169.84771,0,0,0,0.428,-19.869,1,0.578,164.432,0.309,0.07662,91.802,3,0.683,0,0
SOFJDJH12A8C136932,AR7QBU11187B9890B5,599291,0,0,0.191,0.94387,0.41,0.4227,291.3171,0,-1,0,0.449,-12.16,1,0.527,278.663,0.592,0.03216,114.888,4,1,0,0
SOQIRNJ12AB0187772,ARFZSPU1187B9B5BA9,758204,0,1,0.032,2.27104,0.56,1.60724,100.75383,1.216,0.407233015,2,0.748,-29.999,0,0.682,91.539,0.091,1.27779,91.434,4,0,0,2009
SOWMHYX12AB0188761,ARONPP01187B995FB5,587938,0,1,0.897,1.50434,0.897,1.50434,204.93016,1.232,-1,2,0.647,-6.971,1,0.04,192.18,0.118,1.17816,92.957,1,0,0,1997
SOFSBTM12AB017BE1C,ARBV8MP1187B9B60B1,327658,0,1,0.01,2.82705,0.955,2.15042,119.27465,2.159,0,2,0.307,-13.305,1,0.274,115.264,0.21,1.97749,178.936,4,0,0,1990
SOPOEHR12A8C13D801,ARPEJMN11F4C84080E,250395,0,0,0.757,1.72751,0.75,0.39753,216.81587,0.31,-1,4,0.588,-12.241,1,0.472,212.602,0.464,0.39753,92.932,4,1,0,0
SOFOAIA12A8C136186,ARPAAHK1187B9ABB00,290248,0,2,0.012,0.62394,0.586,0.24958,223.99955,0.409,0.683647342,7,0.704,-3.709,1,0.611,218.511,0.849,0.05716,156.005,4,0.614,0,2003
SOMTHTV12A8C13F714,AR1I9KS1187B9AEFD4,167445,0,0,0.15,1.12126,0.739,0.39751,361.24689,0,0.474147941,2,0.954,-8.294,0,0.748,361.247,0.467,0.21882,167.504,3,0.859,0,1994
SOJJUSO12A8C13A71A,AR5IIHR1187B991B70,297696,0,0,0.06,0.96133,0.52,0.42042,272.03873,0,0.319565987,6,0.278,-6.564,1,0.392,265.282,0.471,0.15195,112.398,4,1,0,2002
SOOGBFB12AC4688DF4,AR0RCMP1187FB3F427,747549,0,0,0.103,1.47472,1,0.44584,175.20281,0.154,-1,0,0.757,-12.551,1,0.726,162.36,0.859,0.19295,119.053,4,0.158,0,1976
SOPLCDD12A8C13599C,ARQQCFZ11F4C84217F,88741,0,0,0.006,1.48857,1,0.19449,267.91138,0.135,0.265861049,5,0,-8.945,0,0.262,254.247,0.767,0.19449,93.368,4,0.652,0,0
SOARJEA12AB0188123,AR0SG9V1187FB48F36,590927,0,0,0.02,1.13139,0.45,0.50431,439.64036,4.191,-1,7,0.171,-7.531,1,0.511,431.792,0.128,0.03693,96.002,4,0.442,0,0
SOYYHWG12AC3DF9F08,ARZIKR01187B98DF08,603940,0,0,0.457,0.12945,0.682,0.12945,313.3122,0,0,9,0.064,-6.742,1,0.383,307.751,0.71,0.12945,85.312,4,0.934,0,0
SOLMIOU12A8C140A4A,ARY1P2B1187B9B78F5,172858,0,0,0.189,6.06467,0.769,0.29573,124.83873,0.345,-1,5,0.281,-16.069,1,0.554,118.549,0.056,0.29573,68.311,5,0.455,0,0
SOTSOTJ12AB01872E4,ARVEJ9M1187FB4DC44,421964,0,0,0.325,1.23649,0.3,0.51587,212.13995,0,0.212045406,0,0.431,-4.727,0,0.783,212.14,0.34,0.27405,86.092,3,1,0,0
